"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"1",NA,-0.00350022200856377,-0.000122764704495602,0.0012149809638499,-0.000191513956673075,-0.00358279245236396,-0.00290601868750369,-0.000500262005739698,5.34710320257391e-05,-0.00180530010226168,-0.00383443771363452,-0.00253629454722048,0.000620503574814527,0.00072672884986175,1.4048395658342e-05,0.00135153798533716,-0.000856368764916109,0.000542426815980716,-0.0011777429045402,0.00206598481269685,-0.000415857335206402,0.000119955322628154,-0.0024746464710231,-0.00172582123083378,0.000191146539511525,-0.00243422163234468,0.000128841005953642,-0.00102286158511437,-5.00131390140475e-05,-0.00209176937560294,0.000719314199342673,-0.000276599651258964,0.000267744381314641,0.000328312724992097,-0.00152743985620874,-0.000183238090780706,-0.00106072964243835,-0.00188818852729981,6.24822042624646e-05,-0.000912318337793922,-0.000711224934102419,-0.00151515840177981,0.000783813377649032,-0.000455054774165704,0.00350952141825178,0.0032774462359237,0.00231527645407404,0.00301364718012451,0.00281775125350121,-0.000312498232646846,-0.000676137913412454,-0.00018089200768205,-0.00140950871290669,0.00190573569972644,-0.00227421193063377,0.000489822652358697,0.00276165599566516,-0.000283069058449844,-0.00417025120427849,-0.000832224966392408,-0.00187467469108741,0.00186877702693335,0.00118972328145736,-0.000844054998276098,-0.000929320903222806,0.000902460041994334,-0.000978387490900567,0.000313354904883652,-0.00014871048215161,-0.00155691079636729,-0.00283314962128825,-0.000458438684496444,-0.00208805587295059,0.00286283572886129,0.00219929880948827,0.00174805865299445,-0.00112491234409174,0.00108672294076291,-0.000217397270673419,-0.00221921008575276,0.000657551351819517,-0.00199994444734153,0.00145922268368596,-0.00187416289685479,0.000196877579214966,0.00370139282684943,-0.00103799434189817,-0.000303998149289417,-0.0020096642594725,-0.00092762508338597
"2",-0.00350022200856377,NA,0.00151398027988999,-0.00151579315776866,-0.00058634225458986,0.00184665528675641,-0.00136202973701682,-0.0025966604770997,0.0015135685447552,-0.00312507625282225,-0.00159146925416034,0.00125253915659548,0.00147257742951689,0.0013563391007939,-0.000781414995936088,-0.00270986534367788,0.000706236812567134,-0.00160234456042344,-0.00240520512881396,-0.000231593177794032,0.000907431419546713,-0.000982158084038283,0.000948515099019892,-0.00184851576743038,-0.000505401389871429,-0.00115885970741746,-0.00185999629371668,0.00069167433870351,-0.00108546890707708,-0.00126935629575529,-0.00197627841224273,-0.00232240570134948,0.00265152223118316,-0.00276591281087609,-0.000324579149455913,-0.000142316084019668,-0.00189301495901044,-0.00101535498393711,-0.0017307379252485,0.000901473693142201,0.000550697751537511,0.00158707611925219,-0.00105836961049502,0.00276545284233957,0.00291333020403154,0.000845910263367601,0.00157177696975336,0.00255272150733151,0.000189618525630315,-0.00337019686530537,-0.00110884542220336,-0.000474989177414127,0.00141829671623043,-0.000572592648434161,-0.000160322697129895,0.00363982759228935,0.00110277410711784,-0.000304696824414898,0.00171545206407809,-0.000568712762393049,-0.000664900768969252,0.00142331915188534,-0.00146508227742023,-5.46443127872435e-05,-0.000270132299668845,-0.000340043705039886,-0.000450545666868862,0.00201646700509726,0.000880643861473563,0.0031455593188235,0.00150455333378244,-0.00156027095718014,-0.000367979452754737,0.000416684921755065,-0.00321800198027926,0.00127611001197721,-0.0032319399674873,0.000524180650050173,-0.00287033631920287,-0.000798349240619216,0.00120792696861125,0.00104407475363402,-0.00158784732088785,-0.00269803829676033,-0.00115241086487362,-0.00557182439898253,-0.000630645899328201,0.00178252733357701,0.00100660938690266,-0.000788850774792495
"3",-0.000122764704495602,0.00151398027988999,NA,-0.00379527677899227,-7.43318858495226e-05,0.000505399394192415,0.000218223975237367,-0.000161244589489611,-0.000110816871142047,-0.000941571294010318,-0.00112200042688496,0.000708538315616822,0.00187856925254185,-5.9446213570593e-05,0.000356087218693232,-0.00251533390042182,-0.00166711972680786,0.00282607982708908,0.00171980996739959,0.000568309924958037,0.000340636983760462,-0.00112008954488959,-0.000198882187931753,0.00123844293437325,-0.00192911342483576,-0.00168953365480917,0.000295206899247386,-0.0013191717856181,-0.00239821530589597,-0.00121704692261137,-0.00133159049103343,-0.000685096287099043,-0.000913816449476394,-0.000527373746070322,-0.000530618442075251,0.00113893617326711,0.0014794008927209,-0.0021551137266033,-0.0035531725136779,-0.00103318362525161,0.00323647977029175,0.00245337116571795,-0.000473741631718325,0.00175646479172586,-0.000291720575592428,0.000759138472671303,0.00261325080670769,-0.00185225892041483,0.00118893749650886,0.00226207513239289,0.00213328428285931,0.00494179648926031,-0.001354835970785,-0.000832743181312821,-0.000453069994463378,0.000612989287267688,-0.000515662373025654,0.00271664381726674,-3.05631255198054e-05,0.00044455104374154,-0.003524132430246,-0.000867601276224067,-0.00147433724005894,-0.00025661198210104,0.00332482749978013,-0.000224599070112026,0.00233923866684412,0.000457133446376479,0.00126093741976862,-0.000432362449539033,-0.00117315055816979,-0.00242848010261306,-0.00275138006079296,-0.000307306305013404,-0.00463452551506117,-0.000534696334947578,0.0025081826535655,-0.00404133892520217,-0.00129127696358666,-0.000504480720292744,9.0868212262691e-05,-0.00228777305860637,-0.00133739529884127,0.00354675188149558,-0.00400888367121178,-0.00359749403628304,0.000148924549385979,-0.000895966224057906,-0.00470067307861571,0.000933433424854857
"4",0.0012149809638499,-0.00151579315776866,-0.00379527677899227,NA,-0.00107119072314764,0.000706777536694996,-0.00154884224043678,-0.00091540123351206,0.00099027303836292,-0.00196024375657619,-0.000400373745711963,0.000544819489152918,-0.000491962056848139,-0.000417743597546098,-0.00349445903054141,-0.0014217876788977,0.00175454409334605,-0.00135172007348566,-0.0019365335522788,0.00243270604817988,-0.000861424711848006,0.0025539738981928,0.00101995507731412,-0.00160759066584006,-0.00181391868653909,-0.000478735008591159,-0.00176198052981524,-0.000987602299623953,-0.00153227893662825,0.000889621759924439,-0.00300159306846335,-0.000203553639223504,-0.00171557443356632,-0.0039376608351021,-6.40221697896775e-05,-0.00261831991831471,-0.00105870430789,-0.000749430146639025,0.00130947854595341,0.000756010009010613,0.00226340419235704,0.00281479908727955,0.000192157832111048,0.000443635691340529,-4.74648300135064e-06,0.000782256876402813,-0.0007489157261143,0.00223835796847752,0.00447918005968948,0.00191608282720754,-0.00143857656962961,0.000800741972560319,0.000622838679489604,0.00138182703380049,0.000155875310728524,-0.000762498055070403,0.00237703387620425,-0.00294665007823123,0.00153443586599282,-0.00191867677506737,0.00122642335108222,0.000632608246082739,-0.000606875267407176,0.00183319309227823,0.00137002162946688,-0.00127550739247234,-0.00243513185053329,-0.00178639058760916,-0.00368549178631521,0.00101404418775942,0.000487654483155846,-6.19607158291215e-05,-0.00174334757616985,0.00101073726878216,-0.000897636570471965,-0.000235365069717285,0.000853258592490941,-0.000251463332598564,-0.001982980008054,0.00148141819398932,-0.00120239038552227,0.00228004403756863,-0.00391359484083195,-0.00250660315147218,-0.000808212819924062,0.00283858646802362,-7.92995290319412e-06,-0.00253861956952148,-0.00032459963981793,-0.00126546519139458
"5",-0.000191513956673078,-0.00058634225458986,-7.43318858495226e-05,-0.00107119072314764,NA,-0.0048094101112478,0.00220273928203771,-0.00195139502444254,0.00169843032377467,0.00110199900769787,0.000625615077577493,-0.000409421340689813,0.00125137259152592,-0.00306637005381168,0.00184890447099208,-0.000196550408675278,0.000377822979496241,0.0026723411830244,-0.00401449083667444,-0.000128676704006233,0.000423645008240994,-0.000625124359059986,0.00123291905957928,-0.00253894943114492,-0.00146800777954859,-0.000349609497283609,0.00037193448961353,-0.00156476926664143,0.000701263226941245,0.00121418800231798,0.000713400694831819,-0.00507400851296197,0.000492609707775983,-0.00269038320457613,-0.000525439210674896,-0.00127616995151065,-0.000225846735955072,-0.00165849849756552,0.000574423608936755,2.08732650445664e-05,0.00137460325712131,0.0018228294454903,0.000440894339578815,-0.000206282072223716,0.00137359167095102,0.0017172497846021,0.00196516554940304,-0.000791064164865537,0.00136362438008226,0.00144412827312521,0.00186389216771451,-0.000888727555050437,-0.000857929911664671,0.00170694640100065,0.00111264906863681,-0.00159875833729298,-0.000819618524736972,-0.00027128137908607,-0.00147804467196771,-0.00130628662485526,-0.000101916339042052,-0.000290594035126664,-0.00527826555700228,-0.000944491064295765,0.000730392481173582,-0.00381495120958682,-0.0015752515262843,0.00178438917403154,-0.0034729656952658,0.00155594811515448,0.00114185887627798,0.000757627679315375,0.000749136009700727,-0.00183804017227013,0.000417961330899604,-0.000289469726673302,-0.00495657261279396,-0.00248608217757664,0.000274510847861301,-0.00162929625685783,0.000396064449091002,-0.000285992783822232,0.0025270159632488,0.00227016279166431,0.000632531359076906,0.000108352722840752,-0.000663162441566827,-0.000454369129868615,2.9030054267673e-05,0.000539797360783911
"6",-0.00358279245236396,0.00184665528675641,0.000505399394192415,0.000706777536695003,-0.0048094101112478,NA,-0.0027239588947561,-0.00127523406120523,-0.00086270633694548,0.00140324753663789,-0.00117179802209127,0.00139325323677844,-0.00292072718584224,-0.00173188503032937,0.00124956731218362,0.000408219267626114,0.00089496796710083,0.00121128988171957,0.000911401422732334,-0.00289580381164403,-0.00142563992011583,-0.002320338765496,0.000681143868810972,-0.000262524382216476,-0.00202187415666695,0.000508862519989338,-0.00356486088621213,0.00058594178246534,0.00075200948932235,0.000416559526417802,-0.00114318334425497,-0.00158897682200506,-0.00180544004896828,-0.000199487032281213,-0.00192557495801323,-0.000294676462559743,0.0006929360513528,-0.000493245158702755,-0.00222374786911578,-0.0013341281570513,-0.000720440033069461,0.00243412728734245,0.00443397186440311,0.00275021430303667,0.00203067663348906,0.00213648999841506,-0.00101694657279659,0.0020368915375022,0.00324158747236196,0.000721488561332155,0.000320698058630331,0.00137464875586343,0.00146080519034846,-0.00225409663700545,0.00207644159503693,0.000637312088779384,-0.000190935230746694,-0.00213143718224999,-0.00115044039746626,-0.00196136176868292,0.0023105403109147,3.87332536305948e-05,-0.00155162584770203,-0.00120813781792857,-0.00158705347532408,-0.0017762801188044,-0.00241822098938962,0.000647404809588017,0.00074844009084271,0.000583763505149834,0.00251096427989181,-0.000585285077482716,-6.88304690212443e-05,-0.00265906720386739,-0.00331356136902702,-0.00150961885169024,0.00101382113084375,-0.0025111737648148,-0.00137064939378344,-0.000744045635810108,-0.000401140411666726,-0.000409468214526258,-0.00113081624785821,0.000124563395945052,-0.000622891640816838,-0.000138105353823022,-3.39145514745946e-05,0.000634598313696624,0.00156354062065732,0.000462613969146403
"7",-0.00290601868750369,-0.00136202973701682,0.000218223975237367,-0.00154884224043678,0.00220273928203771,-0.00272395889475611,NA,0.00232551006550216,-0.000654623714198166,-0.00266724699613914,0.00052760322524736,-0.00106551163881249,0.00115836987336033,-8.13466346961389e-05,-0.00222340350462893,0.000574056685331243,-0.000273368055553929,0.000830138609334792,-0.00181342347779948,0.000418348364375713,-0.000623614736324428,-0.00142206365425438,0.00112829648190676,-0.00116473900998958,0.000350857481233262,-0.00235822635845431,0.00281512687044801,-0.00295519684594069,0.000286545742638931,0.00255955305898419,-0.00165637431729551,0.000313014196673819,0.000196442367479797,-0.00168302132980847,-0.000985714535705845,-0.00175906520093626,0.00115583769687007,4.53455144601329e-05,-0.0034886520361057,0.000466838293549166,-0.00226038912167582,0.003568439086872,0.00186580432488912,-0.0014669305102885,-0.00135890337318442,0.00497988044114238,-0.00177058382711749,-0.00180485308316134,0.00100480012405032,-0.0014721201550486,0.00188382245253603,-0.00245208103584262,0.00137290524717064,0.00186698893670555,-0.00306732643408016,0.00264965122146431,-0.00353457083968024,0.000315949226582526,-0.00106673231618661,-0.000719020725862782,0.00132172659758662,-0.00318101379792694,0.00118667716380999,-0.00023655119878602,0.000938031928692459,0.0011826638619654,-0.00142101543679575,-0.00131133969724305,-0.00300497893559021,-0.00148351215106537,0.00282261676893037,0.00249653618149158,-0.00234075515930456,0.0025940696441278,0.00386735201950178,-0.00268643168398442,0.000583403294268269,-0.00161950208626651,0.00121861792351995,-0.00265598835430977,-0.00116869658856024,0.00129744563959748,-0.0018369425391395,0.000485321948183692,0.00209715773678919,1.11558465308199e-05,-0.000947183609377556,-0.0014399915575836,7.71953851028753e-05,-0.00108420242755228
"8",-0.000500262005739698,-0.0025966604770997,-0.000161244589489611,-0.00091540123351206,-0.00195139502444255,-0.00127523406120523,0.00232551006550216,NA,0.00107071098215758,-0.00104413434071381,-0.000296798251690471,0.00316180448046495,-0.00134856573355007,0.000697546334746172,-0.00417118009710084,-0.00411989387708191,-0.00147429382058414,-0.000333329377399692,-0.00227590412354354,-0.00135217244511444,6.46643179021992e-05,-0.000725775146851488,-5.28661996306006e-05,-0.00288686296458021,-0.000403160400660204,-0.00213625488946066,0.000311367367630734,-0.000816726958864432,0.00119944900501679,-0.00187368670672756,-0.000433549561369622,-0.00304215526378763,-0.00199573242353519,-0.00393851411582074,0.000692073692238536,1.40039314973726e-05,0.00108738339260875,-0.00283974510530741,0.000505321800733181,-9.1916471630993e-05,0.00204203013639521,0.0033449750638495,-0.00298185336432788,0.000660992818720754,0.00133094262029971,0.00127143170084093,0.00355877080348544,0.00140985102269013,0.00066878248892972,0.00179911052121147,0.00416374087933926,0.00128230868214427,-0.00191757967885139,0.00187302760908882,-0.00143659757644616,-0.00360882765131729,0.00133704313610019,0.000394228834852555,0.000438433251916099,0.00312464942788371,-0.000832436315626045,-0.00258161335469481,0.00147277286291067,0.000479286583225422,0.002078724109962,0.000386085271114556,-0.00192969704386082,0.000372254228175561,0.000531735317350096,0.00106528456038035,0.000336692484277239,0.000155012941794784,-0.000471359451093147,-0.00303541185279959,-0.00139842963706759,-0.000677612459066224,-0.00212920391596335,0.003596381384187,-0.00029129765704337,0.000708832159113205,-0.00228451856166755,-0.00122562434367299,0.000982103760743376,-0.00320656572223438,0.000182215293151298,0.00192805325200358,0.000527081788167245,-0.000509370452403967,-0.000657928938509911,-0.000655050366899855
"9",5.34710320257391e-05,0.00151356854475519,-0.000110816871142047,0.00099027303836292,0.00169843032377467,-0.000862706336945487,-0.000654623714198166,0.00107071098215758,NA,0.00205278474680109,-0.00670573228018086,-0.000745426578122405,-0.000851699993118227,0.000811893603211079,0.000834035866889904,0.000926761890182211,-0.000348823465549757,-0.00230677915309697,-0.0015348651384126,-0.00500511682463313,0.000688368070419539,-0.000295453278520296,-0.00193737160032671,-0.00175393712226479,-0.00170257729836368,-0.00196296119269558,0.000724898307097504,-0.00053380574693809,-5.13812907035789e-05,-0.000237852543793969,-0.00160686823397779,-0.000966754365331112,-0.002630782262806,0.00271647392416368,0.000909274496287503,-0.00236145489388647,-0.000313294706257379,-0.000829206615457106,-0.00292235231940785,-0.000245352377291251,0.000678921722732576,0.00367462811194628,0.00133141745071639,-0.000759649417526668,0.00112308009992375,-0.00114011415659523,1.73030792757749e-05,0.00156456952999192,-0.000453462845973465,0.00337559734069643,0.000967712303490584,0.0016276153048085,0.00332245429350195,-0.00165239146918592,-0.00126119868248173,0.000417749755435523,0.00145851368229792,0.00057271264939264,0.000700903166262439,0.000981351419304138,-0.000413472989963075,0.00066836929535409,-0.000218944392083656,0.000439104958854967,-0.000563754467324821,-0.00133160533293934,-0.00154609306008101,0.00135464037183007,0.00256526401071666,-0.00106786563726815,-0.00344341178124315,0.000962377163676222,-0.000772476733756491,-0.00144995960758009,-0.000994423074232312,0.000410119769791346,-0.00060951489744104,0.000902404157019716,-0.000137216506098534,-0.00261041717098855,-0.00195996426484849,-0.00122759092165349,-0.000623931337882189,-0.000398578713203118,-0.00130745885730259,0.00055481524383201,0.000776205622163365,-0.00335981440925166,-0.00097583744014398,-0.000476833725675346
"10",-0.00180530010226169,-0.00312507625282225,-0.000941571294010318,-0.00196024375657619,0.00110199900769787,0.00140324753663789,-0.00266724699613914,-0.00104413434071381,0.00205278474680109,NA,-0.000384110085594663,-0.00148913498178638,-0.0031579730499049,0.00380565585730682,-0.00170901739647422,0.00385730491592797,0.000780302110042198,-0.000213453738358148,0.00299829530332752,0.00422849118148122,-0.000365507937956692,-0.0038705813275875,-0.000130336063766312,-0.00178858808441414,-0.00280662469694685,0.00135669254195885,-0.000169006194496895,0.000561962590114227,2.52090117691447e-05,0.000802907452708573,4.5423629584462e-05,-0.000566196186672223,-0.000844605897426011,-0.00193344829615678,-0.00131315620849127,-0.000235632337880856,-0.0026831112027177,-0.00179184756544963,0.00170014091974573,0.00120804522598516,0.00104537885222407,-0.00133773315778597,0.00397186857504097,0.000128091299548543,0.0027240585849754,-0.00314421035697448,-0.00174028783372726,0.00210112112692638,0.000648405802592018,0.00199249198910324,-0.001860264842526,0.000306830669169277,0.0011749105151286,0.001547006327817,-0.00158354487578475,-0.00276423487832298,0.00195507732239255,0.00215006110151787,0.00125793356225556,0.00219494356792349,-0.00109487172594109,0.00180304145130816,-0.000514573812937364,0.000644196492602082,-0.0036270570761394,0.000683413709279811,0.000243344613875662,-0.00118524596258701,0.00335177551856747,0.00017596317998592,-0.00261761625331812,0.00114760640257134,-0.00160237212357158,-0.00393519651460847,0.00110304130361596,-0.000860291693919619,-0.000175449069495247,-0.00131639194142022,-0.00252583214274357,-0.00288801776611028,0.000483511128259683,-0.00141675416679778,0.000617713165068919,-0.00574176850560468,0.000790490055453948,0.000894121104095619,0.00192932456217894,-0.00179898033567932,-0.0029771215722582,-0.00270781506780227
